index	Ontology	GO id	GO term	value	pval	qval
3138	BP	GO:0002158	osteoclast proliferation	4	1.0	1.0
3139	BP	GO:0071505	response to mycophenolic acid	2	1.0	1.0
3140	BP	GO:0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	4	1.0	1.0
3141	BP	GO:0001656	metanephros development	23	1.0	1.0
3142	BP	GO:0072386	plus-end-directed organelle transport along microtubule	7	1.0	1.0
3143	BP	GO:1903567	regulation of protein localization to ciliary membrane	2	1.0	1.0
3144	BP	GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose	1	1.0	1.0
3145	BP	GO:0060448	dichotomous subdivision of terminal units involved in lung branching	2	1.0	1.0
3146	BP	GO:1902370	regulation of tRNA catabolic process	1	1.0	1.0
3147	BP	GO:0048880	sensory system development	4	1.0	1.0
3148	BP	GO:0061569	UDP phosphorylation	1	1.0	1.0
3149	BP	GO:0045821	positive regulation of glycolytic process	17	1.0	1.0
3150	BP	GO:0043602	nitrate catabolic process	1	1.0	1.0
3151	BP	GO:0055129	L-proline biosynthetic process	5	1.0	1.0
3152	BP	GO:2001145	negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	1	1.0	1.0
3153	BP	GO:0006506	GPI anchor biosynthetic process	23	1.0	1.0
3154	BP	GO:0032881	regulation of polysaccharide metabolic process	38	1.0	1.0
3155	BP	GO:0035583	sequestering of TGFbeta in extracellular matrix	3	1.0	1.0
3156	BP	GO:0090210	regulation of establishment of blood-brain barrier	3	1.0	1.0
3157	BP	GO:0015748	organophosphate ester transport	55	1.0	1.0
3158	BP	GO:2000627	positive regulation of miRNA catabolic process	3	1.0	1.0
3159	BP	GO:0019086	late viral transcription	4	1.0	1.0
3160	BP	GO:0072092	ureteric bud invasion	3	1.0	1.0
3161	BP	GO:1904226	regulation of glycogen synthase activity, transferring glucose-1-phosphate	1	1.0	1.0
3162	BP	GO:1902608	positive regulation of large conductance calcium-activated potassium channel activity	2	1.0	1.0
3163	BP	GO:1905550	regulation of protein localization to endoplasmic reticulum	2	1.0	1.0
3164	BP	GO:0010984	regulation of lipoprotein particle clearance	18	1.0	1.0
3165	BP	GO:1901163	regulation of trophoblast cell migration	12	1.0	1.0
3166	BP	GO:0031128	developmental induction	17	1.0	1.0
3167	BP	GO:0033108	mitochondrial respiratory chain complex assembly	76	1.0	1.0
3168	BP	GO:0099105	ion channel modulating, G protein-coupled receptor signaling pathway	1	1.0	1.0
3169	BP	GO:0070233	negative regulation of T cell apoptotic process	18	1.0	1.0
3170	BP	GO:0098629	trans-Golgi network membrane organization	1	1.0	1.0
3171	BP	GO:0071158	positive regulation of cell cycle arrest	18	1.0	1.0
3172	BP	GO:0006056	mannoprotein metabolic process	1	1.0	1.0
3173	BP	GO:0090367	negative regulation of mRNA modification	1	1.0	1.0
3174	BP	GO:0035425	autocrine signaling	7	1.0	1.0
3175	BP	GO:0000409	regulation of transcription by galactose	1	1.0	1.0
3176	BP	GO:0005996	monosaccharide metabolic process	149	1.0	1.0
3177	BP	GO:0035983	response to trichostatin A	3	1.0	1.0
3178	BP	GO:0071050	snoRNA polyadenylation	1	1.0	1.0
3179	BP	GO:0060456	positive regulation of digestive system process	12	1.0	1.0
3180	BP	GO:0007618	mating	3	1.0	1.0
3181	BP	GO:0032273	positive regulation of protein polymerization	100	1.0	1.0
3182	BP	GO:0070572	positive regulation of neuron projection regeneration	8	1.0	1.0
3183	BP	GO:0034308	primary alcohol metabolic process	78	1.0	1.0
3184	BP	GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	11	1.0	1.0
3185	BP	GO:0034230	enkephalin processing	2	1.0	1.0
3186	BP	GO:0048839	inner ear development	34	1.0	1.0
3187	BP	GO:0002521	leukocyte differentiation	257	1.0	1.0
3188	BP	GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway	3	1.0	1.0
3189	BP	GO:0022029	telencephalon cell migration	29	1.0	1.0
3190	BP	GO:0003345	proepicardium cell migration involved in pericardium morphogenesis	1	1.0	1.0
3191	BP	GO:1900060	negative regulation of ceramide biosynthetic process	5	1.0	1.0
3192	BP	GO:0033197	response to vitamin E	11	1.0	1.0
3193	BP	GO:0021797	forebrain anterior/posterior pattern specification	1	1.0	1.0
3194	BP	GO:0097370	protein O-GlcNAcylation via threonine	1	1.0	1.0
3195	BP	GO:0036335	intestinal stem cell homeostasis	3	1.0	1.0
3196	BP	GO:1900106	positive regulation of hyaluranon cable assembly	2	1.0	1.0
3197	BP	GO:1904800	negative regulation of neuron remodeling	1	1.0	1.0
3198	BP	GO:0032690	negative regulation of interleukin-1 alpha production	2	1.0	1.0
3199	BP	GO:0070828	heterochromatin organization	20	1.0	1.0
3200	BP	GO:0061146	Peyer's patch morphogenesis	2	1.0	1.0
3201	BP	GO:0036529	protein deglycation, glyoxal removal	1	1.0	1.0
3202	BP	GO:0010965	regulation of mitotic sister chromatid separation	61	1.0	1.0
3203	BP	GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	2	1.0	1.0
3204	BP	GO:0021540	corpus callosum morphogenesis	3	1.0	1.0
3205	BP	GO:0072710	response to hydroxyurea	10	1.0	1.0
3206	BP	GO:0046352	disaccharide catabolic process	1	1.0	1.0
3207	BP	GO:0032920	putrescine acetylation	1	1.0	1.0
3208	BP	GO:0072202	cell differentiation involved in metanephros development	11	1.0	1.0
3209	BP	GO:0015766	disaccharide transport	1	1.0	1.0
3210	BP	GO:0071000	response to magnetism	3	1.0	1.0
3211	BP	GO:0000459	exonucleolytic trimming involved in rRNA processing	7	1.0	1.0
3212	BP	GO:0019860	uracil metabolic process	3	1.0	1.0
3213	BP	GO:0050908	detection of light stimulus involved in visual perception	14	1.0	1.0
3214	BP	GO:0032204	regulation of telomere maintenance	75	1.0	1.0
3215	BP	GO:0046204	nor-spermidine metabolic process	1	1.0	1.0
3216	BP	GO:0036481	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2	1.0	1.0
3217	BP	GO:0090045	positive regulation of deacetylase activity	6	1.0	1.0
3218	BP	GO:0030263	apoptotic chromosome condensation	4	1.0	1.0
3219	BP	GO:0002337	B-1a B cell differentiation	1	1.0	1.0
3220	BP	GO:0016064	immunoglobulin mediated immune response	18	1.0	1.0
3221	BP	GO:1904815	negative regulation of protein localization to chromosome, telomeric region	2	1.0	1.0
3222	BP	GO:0032527	protein exit from endoplasmic reticulum	20	1.0	1.0
3223	BP	GO:1903512	phytanic acid metabolic process	2	1.0	1.0
3224	BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	33	1.0	1.0
3225	BP	GO:0034276	kynurenic acid biosynthetic process	1	1.0	1.0
3226	BP	GO:0000154	rRNA modification	24	1.0	1.0
3227	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	93	1.0	1.0
3228	BP	GO:0030168	platelet activation	48	1.0	1.0
3229	BP	GO:0006359	regulation of transcription by RNA polymerase III	19	1.0	1.0
3230	BP	GO:0030238	male sex determination	8	1.0	1.0
3231	BP	GO:1903796	negative regulation of inorganic anion transmembrane transport	1	1.0	1.0
3232	BP	GO:0006576	cellular biogenic amine metabolic process	45	1.0	1.0
3233	BP	GO:0034114	regulation of heterotypic cell-cell adhesion	24	1.0	1.0
3234	BP	GO:0110089	regulation of hippocampal neuron apoptotic process	5	1.0	1.0
3235	BP	GO:0002035	brain renin-angiotensin system	1	1.0	1.0
3236	BP	GO:0051271	negative regulation of cellular component movement	258	1.0	1.0
3237	BP	GO:0061073	ciliary body morphogenesis	3	1.0	1.0
3238	BP	GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication	7	1.0	1.0
3239	BP	GO:0018214	protein carboxylation	3	1.0	1.0
3240	BP	GO:0090201	negative regulation of release of cytochrome c from mitochondria	19	1.0	1.0
3241	BP	GO:0044770	cell cycle phase transition	138	1.0	1.0
3242	BP	GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	18	1.0	1.0
3243	BP	GO:0061966	establishment of left/right asymmetry	2	1.0	1.0
3244	BP	GO:0007549	dosage compensation	16	1.0	1.0
3245	BP	GO:0038133	ERBB2-ERBB3 signaling pathway	1	1.0	1.0
3246	BP	GO:0032675	regulation of interleukin-6 production	119	1.0	1.0
3247	BP	GO:0001996	positive regulation of heart rate by epinephrine-norepinephrine	5	1.0	1.0
3248	BP	GO:0031572	G2 DNA damage checkpoint	33	1.0	1.0
3249	BP	GO:0035176	social behavior	44	1.0	1.0
3250	BP	GO:0007266	Rho protein signal transduction	50	1.0	1.0
3251	BP	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	7	1.0	1.0
3252	BP	GO:0106134	positive regulation of cardiac muscle cell contraction	2	1.0	1.0
3253	BP	GO:0032535	regulation of cellular component size	212	1.0	1.0
3254	BP	GO:0015803	branched-chain amino acid transport	7	1.0	1.0
3255	BP	GO:0032957	inositol trisphosphate metabolic process	5	1.0	1.0
3256	BP	GO:1990790	response to glial cell derived neurotrophic factor	1	1.0	1.0
3257	BP	GO:0033023	mast cell homeostasis	1	1.0	1.0
3258	BP	GO:1902251	negative regulation of erythrocyte apoptotic process	1	1.0	1.0
3259	BP	GO:0071435	potassium ion export	11	1.0	1.0
3260	BP	GO:1904022	positive regulation of G protein-coupled receptor internalization	2	1.0	1.0
3261	BP	GO:1904837	beta-catenin-TCF complex assembly	1	1.0	1.0
3262	BP	GO:0034498	early endosome to Golgi transport	8	1.0	1.0
3263	BP	GO:1990868	response to chemokine	13	1.0	1.0
3264	BP	GO:0055072	iron ion homeostasis	58	1.0	1.0
3265	BP	GO:0043065	positive regulation of apoptotic process	477	1.0	1.0
3266	BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	71	1.0	1.0
3267	BP	GO:0032682	negative regulation of chemokine production	20	1.0	1.0
3268	BP	GO:0060413	atrial septum morphogenesis	15	1.0	1.0
3269	BP	GO:1902093	positive regulation of flagellated sperm motility	7	1.0	1.0
3270	BP	GO:0006707	cholesterol catabolic process	9	1.0	1.0
3271	BP	GO:0015817	histidine transport	1	1.0	1.0
3272	BP	GO:0072134	nephrogenic mesenchyme morphogenesis	2	1.0	1.0
3273	BP	GO:0016553	base conversion or substitution editing	12	1.0	1.0
3274	BP	GO:1904395	positive regulation of skeletal muscle acetylcholine-gated channel clustering	2	1.0	1.0
3275	BP	GO:0051878	lateral element assembly	1	1.0	1.0
3276	BP	GO:0070316	regulation of G0 to G1 transition	9	1.0	1.0
3277	BP	GO:0036525	protein deglycation	1	1.0	1.0
3278	BP	GO:1904828	positive regulation of hydrogen sulfide biosynthetic process	1	1.0	1.0
3279	BP	GO:0006260	DNA replication	106	1.0	1.0
3280	BP	GO:0044774	mitotic DNA integrity checkpoint	63	1.0	1.0
3281	BP	GO:0000493	box H/ACA snoRNP assembly	2	1.0	1.0
3282	BP	GO:0006253	dCTP catabolic process	1	1.0	1.0
3283	BP	GO:0061156	pulmonary artery morphogenesis	5	1.0	1.0
3284	BP	GO:0010867	positive regulation of triglyceride biosynthetic process	13	1.0	1.0
3285	BP	GO:1901657	glycosyl compound metabolic process	109	1.0	1.0
3286	BP	GO:0046633	alpha-beta T cell proliferation	1	1.0	1.0
3287	BP	GO:0061440	kidney vasculature development	4	1.0	1.0
3288	BP	GO:0034340	response to type I interferon	8	1.0	1.0
3289	BP	GO:1905735	regulation of L-proline import across plasma membrane	2	1.0	1.0
3290	BP	GO:0055095	lipoprotein particle mediated signaling	2	1.0	1.0
3291	BP	GO:2001038	regulation of cellular response to drug	23	1.0	1.0
3292	BP	GO:0018103	protein C-linked glycosylation	1	1.0	1.0
3293	BP	GO:0034625	fatty acid elongation, monounsaturated fatty acid	7	1.0	1.0
3294	BP	GO:0002446	neutrophil mediated immunity	17	1.0	1.0
3295	BP	GO:0003138	primary heart field specification	3	1.0	1.0
3296	BP	GO:0060598	dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis	1	1.0	1.0
3297	BP	GO:0106118	regulation of sterol biosynthetic process	15	1.0	1.0
3298	BP	GO:0060136	embryonic process involved in female pregnancy	5	1.0	1.0
3299	BP	GO:1901320	negative regulation of heart induction	1	1.0	1.0
3300	BP	GO:0015804	neutral amino acid transport	18	1.0	1.0
3301	BP	GO:0075506	entry of viral genome into host nucleus through nuclear pore complex via importin	2	1.0	1.0
3302	BP	GO:0072344	rescue of stalled ribosome	7	1.0	1.0
3303	BP	GO:0043543	protein acylation	138	1.0	1.0
3304	BP	GO:0007093	mitotic cell cycle checkpoint	92	1.0	1.0
3305	BP	GO:0086013	membrane repolarization during cardiac muscle cell action potential	18	1.0	1.0
3306	BP	GO:0046684	response to pyrethroid	4	1.0	1.0
3307	BP	GO:0002317	plasma cell differentiation	1	1.0	1.0
3308	BP	GO:0002884	negative regulation of hypersensitivity	2	1.0	1.0
3309	BP	GO:0006090	pyruvate metabolic process	58	1.0	1.0
3310	BP	GO:0070168	negative regulation of biomineral tissue development	22	1.0	1.0
3311	BP	GO:0071477	cellular hypotonic salinity response	1	1.0	1.0
3312	BP	GO:0051602	response to electrical stimulus	36	1.0	1.0
3313	BP	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	19	1.0	1.0
3314	BP	GO:0070979	protein K11-linked ubiquitination	26	1.0	1.0
3315	BP	GO:0002728	negative regulation of natural killer cell cytokine production	2	1.0	1.0
3316	BP	GO:0099178	regulation of retrograde trans-synaptic signaling by endocanabinoid	2	1.0	1.0
3317	BP	GO:0008355	olfactory learning	1	1.0	1.0
3318	BP	GO:2000584	negative regulation of platelet-derived growth factor receptor-alpha signaling pathway	1	1.0	1.0
3319	BP	GO:0051349	positive regulation of lyase activity	17	1.0	1.0
3320	BP	GO:0019547	arginine catabolic process to ornithine	2	1.0	1.0
3321	BP	GO:2000729	positive regulation of mesenchymal cell proliferation involved in ureter development	1	1.0	1.0
3322	BP	GO:0033353	S-adenosylmethionine cycle	4	1.0	1.0
3323	BP	GO:0014909	smooth muscle cell migration	9	1.0	1.0
3324	BP	GO:1903527	positive regulation of membrane tubulation	4	1.0	1.0
3325	BP	GO:2000719	negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric	1	1.0	1.0
3326	BP	GO:0002894	positive regulation of type II hypersensitivity	2	1.0	1.0
3327	BP	GO:0060467	negative regulation of fertilization	5	1.0	1.0
3328	BP	GO:0006556	S-adenosylmethionine biosynthetic process	3	1.0	1.0
3329	BP	GO:0021892	cerebral cortex GABAergic interneuron differentiation	2	1.0	1.0
3330	BP	GO:0032113	regulation of carbohydrate phosphatase activity	1	1.0	1.0
3331	BP	GO:1905403	negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process	2	1.0	1.0
3332	BP	GO:0009890	negative regulation of biosynthetic process	1163	1.0	1.0
3333	BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	48	1.0	1.0
3334	BP	GO:1904692	positive regulation of type B pancreatic cell proliferation	2	1.0	1.0
3335	BP	GO:0051055	negative regulation of lipid biosynthetic process	43	1.0	1.0
3336	BP	GO:0060325	face morphogenesis	22	1.0	1.0
3337	BP	GO:2000313	regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	2	1.0	1.0
3338	BP	GO:0061193	taste bud development	1	1.0	1.0
3339	BP	GO:0005975	carbohydrate metabolic process	404	1.0	1.0
3340	BP	GO:0007506	gonadal mesoderm development	2	1.0	1.0
3341	BP	GO:0051598	meiotic recombination checkpoint	2	1.0	1.0
3342	BP	GO:0150062	complement-mediated synapse pruning	4	1.0	1.0
3343	BP	GO:0009249	protein lipoylation	5	1.0	1.0
3344	BP	GO:1904486	response to 17alpha-ethynylestradiol	2	1.0	1.0
3345	BP	GO:1901879	regulation of protein depolymerization	60	1.0	1.0
3346	BP	GO:0090668	endothelial cell chemotaxis to vascular endothelial growth factor	1	1.0	1.0
3347	BP	GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	3	1.0	1.0
3348	BP	GO:2000301	negative regulation of synaptic vesicle exocytosis	3	1.0	1.0
3349	BP	GO:0038031	non-canonical Wnt signaling pathway via JNK cascade	5	1.0	1.0
3350	BP	GO:0016574	histone ubiquitination	39	1.0	1.0
3351	BP	GO:0044205	'de novo' UMP biosynthetic process	3	1.0	1.0
3352	BP	GO:0009063	cellular amino acid catabolic process	102	1.0	1.0
3353	BP	GO:1905245	regulation of aspartic-type peptidase activity	12	1.0	1.0
3354	BP	GO:0042000	translocation of peptides or proteins into host	1	1.0	1.0
3355	BP	GO:0055130	D-alanine catabolic process	1	1.0	1.0
3356	BP	GO:0072178	nephric duct morphogenesis	7	1.0	1.0
3357	BP	GO:0051042	negative regulation of calcium-independent cell-cell adhesion	1	1.0	1.0
3358	BP	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	11	1.0	1.0
3359	BP	GO:1902218	regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	5	1.0	1.0
3360	BP	GO:2000866	positive regulation of estradiol secretion	2	1.0	1.0
3361	BP	GO:0060165	regulation of timing of subpallium neuron differentiation	1	1.0	1.0
3362	BP	GO:0009607	response to biotic stimulus	767	1.0	1.0
3363	BP	GO:0048570	notochord morphogenesis	3	1.0	1.0
3364	BP	GO:0006900	vesicle budding from membrane	26	1.0	1.0
3365	BP	GO:0006983	ER overload response	11	1.0	1.0
3366	BP	GO:0010813	neuropeptide catabolic process	2	1.0	1.0
3367	BP	GO:0060939	epicardium-derived cardiac fibroblast cell development	1	1.0	1.0
3368	BP	GO:0050817	coagulation	70	1.0	1.0
3369	BP	GO:0019448	L-cysteine catabolic process	5	1.0	1.0
3370	BP	GO:0009438	methylglyoxal metabolic process	5	1.0	1.0
3371	BP	GO:0016114	terpenoid biosynthetic process	13	1.0	1.0
3372	BP	GO:0002643	regulation of tolerance induction	14	1.0	1.0
3373	BP	GO:0001822	kidney development	106	1.0	1.0
3374	BP	GO:1901207	regulation of heart looping	1	1.0	1.0
3375	BP	GO:1902284	neuron projection extension involved in neuron projection guidance	8	1.0	1.0
3376	BP	GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	2	1.0	1.0
3377	BP	GO:0035986	senescence-associated heterochromatin focus assembly	3	1.0	1.0
3378	BP	GO:0072229	metanephric proximal convoluted tubule development	1	1.0	1.0
3379	BP	GO:2000437	regulation of monocyte extravasation	5	1.0	1.0
3380	BP	GO:0001777	T cell homeostatic proliferation	1	1.0	1.0
3381	BP	GO:0021568	rhombomere 2 development	1	1.0	1.0
3382	BP	GO:2001166	regulation of histone H2B ubiquitination	5	1.0	1.0
3383	BP	GO:0051365	cellular response to potassium ion starvation	2	1.0	1.0
3384	BP	GO:2000371	regulation of DNA topoisomerase (ATP-hydrolyzing) activity	5	1.0	1.0
3385	BP	GO:0060016	granulosa cell development	1	1.0	1.0
3386	BP	GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway	6	1.0	1.0
3387	BP	GO:0072702	response to methyl methanesulfonate	1	1.0	1.0
3388	BP	GO:0033076	isoquinoline alkaloid metabolic process	2	1.0	1.0
3389	BP	GO:0034427	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	11	1.0	1.0
3390	BP	GO:0045650	negative regulation of macrophage differentiation	6	1.0	1.0
3391	BP	GO:0098597	observational learning	5	1.0	1.0
3392	BP	GO:0048050	post-embryonic eye morphogenesis	6	1.0	1.0
3393	BP	GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	91	1.0	1.0
3394	BP	GO:0035964	COPI-coated vesicle budding	1	1.0	1.0
3395	BP	GO:0032445	fructose import	1	1.0	1.0
3396	BP	GO:0038192	gastric inhibitory peptide signaling pathway	2	1.0	1.0
3397	BP	GO:0001821	histamine secretion	7	1.0	1.0
3398	BP	GO:0038116	chemokine (C-C motif) ligand 21 signaling pathway	4	1.0	1.0
3399	BP	GO:0032847	regulation of cellular pH reduction	4	1.0	1.0
3400	BP	GO:0072538	T-helper 17 type immune response	2	1.0	1.0
3401	BP	GO:0043006	activation of phospholipase A2 activity by calcium-mediated signaling	2	1.0	1.0
3402	BP	GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	6	1.0	1.0
3403	BP	GO:0043009	chordate embryonic development	161	1.0	1.0
3404	BP	GO:0007160	cell-matrix adhesion	84	1.0	1.0
3405	BP	GO:0035606	peptidyl-cysteine S-trans-nitrosylation	2	1.0	1.0
3406	BP	GO:0060291	long-term synaptic potentiation	39	1.0	1.0
3407	BP	GO:0098870	action potential propagation	5	1.0	1.0
3408	BP	GO:0034653	retinoic acid catabolic process	3	1.0	1.0
3409	BP	GO:0001906	cell killing	82	1.0	1.0
3410	BP	GO:0009220	pyrimidine ribonucleotide biosynthetic process	19	1.0	1.0
3411	BP	GO:1905819	negative regulation of chromosome separation	28	1.0	1.0
3412	BP	GO:0086011	membrane repolarization during action potential	18	1.0	1.0
3413	BP	GO:0002501	peptide antigen assembly with MHC protein complex	14	1.0	1.0
3414	BP	GO:0043470	regulation of carbohydrate catabolic process	47	1.0	1.0
3415	BP	GO:0055070	copper ion homeostasis	16	1.0	1.0
3416	BP	GO:0002648	positive regulation of central tolerance induction	1	1.0	1.0
3417	BP	GO:0033006	regulation of mast cell activation involved in immune response	26	1.0	1.0
3418	BP	GO:0032364	oxygen homeostasis	6	1.0	1.0
3419	BP	GO:0097069	cellular response to thyroxine stimulus	1	1.0	1.0
3420	BP	GO:0030003	cellular cation homeostasis	452	1.0	1.0
3421	BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	10	1.0	1.0
3422	BP	GO:1903010	regulation of bone development	19	1.0	1.0
3423	BP	GO:0046321	positive regulation of fatty acid oxidation	14	1.0	1.0
3424	BP	GO:2000569	regulation of T-helper 2 cell activation	1	1.0	1.0
3425	BP	GO:1902260	negative regulation of delayed rectifier potassium channel activity	10	1.0	1.0
3426	BP	GO:0021592	fourth ventricle development	1	1.0	1.0
3427	BP	GO:0050674	urothelial cell proliferation	1	1.0	1.0
3428	BP	GO:0048337	positive regulation of mesodermal cell fate specification	1	1.0	1.0
3429	BP	GO:0014047	glutamate secretion	6	1.0	1.0
3430	BP	GO:1904950	negative regulation of establishment of protein localization	99	1.0	1.0
3431	BP	GO:0045542	positive regulation of cholesterol biosynthetic process	7	1.0	1.0
3432	BP	GO:1900022	regulation of D-erythro-sphingosine kinase activity	1	1.0	1.0
3433	BP	GO:0003117	regulation of vasoconstriction by circulating norepinephrine	1	1.0	1.0
3434	BP	GO:0002159	desmosome assembly	4	1.0	1.0
3435	BP	GO:2000981	negative regulation of inner ear receptor cell differentiation	3	1.0	1.0
3436	BP	GO:0030422	production of siRNA involved in RNA interference	5	1.0	1.0
3437	BP	GO:0036444	calcium import into the mitochondrion	10	1.0	1.0
3438	BP	GO:1903935	response to sodium arsenite	4	1.0	1.0
3439	BP	GO:0009258	10-formyltetrahydrofolate catabolic process	2	1.0	1.0
3440	BP	GO:0043297	apical junction assembly	7	1.0	1.0
3441	BP	GO:1990349	gap junction-mediated intercellular transport	1	1.0	1.0
3442	BP	GO:0009855	determination of bilateral symmetry	49	1.0	1.0
3443	BP	GO:1901843	positive regulation of high voltage-gated calcium channel activity	4	1.0	1.0
3444	BP	GO:0043990	histone H2A-S1 phosphorylation	1	1.0	1.0
3445	BP	GO:0072289	metanephric nephron tubule formation	3	1.0	1.0
3446	BP	GO:0007346	regulation of mitotic cell cycle	403	1.0	1.0
3447	BP	GO:2000911	positive regulation of sterol import	1	1.0	1.0
3448	BP	GO:0042883	cysteine transport	1	1.0	1.0
3449	BP	GO:1904892	regulation of STAT cascade	122	1.0	1.0
3450	BP	GO:0061780	mitotic cohesin loading	1	1.0	1.0
3451	BP	GO:1901233	negative regulation of convergent extension involved in axis elongation	1	1.0	1.0
3452	BP	GO:0001759	organ induction	10	1.0	1.0
3453	BP	GO:2000798	negative regulation of amniotic stem cell differentiation	1	1.0	1.0
3454	BP	GO:0120186	negative regulation of protein localization to chromatin	1	1.0	1.0
3455	BP	GO:0072575	epithelial cell proliferation involved in liver morphogenesis	6	1.0	1.0
3456	BP	GO:0032423	regulation of mismatch repair	4	1.0	1.0
3457	BP	GO:0043482	cellular pigment accumulation	2	1.0	1.0
3458	BP	GO:0034497	protein localization to phagophore assembly site	11	1.0	1.0
3459	BP	GO:0051803	negative regulation of cytolysis in other organism involved in symbiotic interaction	1	1.0	1.0
3460	BP	GO:1905463	negative regulation of DNA duplex unwinding	3	1.0	1.0
3461	BP	GO:0002634	regulation of germinal center formation	8	1.0	1.0
3462	BP	GO:0043620	regulation of DNA-templated transcription in response to stress	41	1.0	1.0
3463	BP	GO:0035634	response to stilbenoid	5	1.0	1.0
3464	BP	GO:0048263	determination of dorsal identity	2	1.0	1.0
3465	BP	GO:0070588	calcium ion transmembrane transport	131	1.0	1.0
3466	BP	GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate	1	1.0	1.0
3467	BP	GO:2000211	regulation of glutamate metabolic process	2	1.0	1.0
3468	BP	GO:0043134	regulation of hindgut contraction	2	1.0	1.0
3469	BP	GO:0060857	establishment of glial blood-brain barrier	1	1.0	1.0
3470	BP	GO:0019527	pentitol catabolic process	1	1.0	1.0
3471	BP	GO:1902162	regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2	1.0	1.0
3472	BP	GO:2001014	regulation of skeletal muscle cell differentiation	16	1.0	1.0
3473	BP	GO:0044819	mitotic G1/S transition checkpoint	11	1.0	1.0
3474	BP	GO:0032891	negative regulation of organic acid transport	19	1.0	1.0
3475	BP	GO:0046058	cAMP metabolic process	19	1.0	1.0
3476	BP	GO:0051758	homologous chromosome movement towards spindle pole involved in homologous chromosome segregation	1	1.0	1.0
3477	BP	GO:0010849	regulation of proton-transporting ATPase activity, rotational mechanism	1	1.0	1.0
3478	BP	GO:1990009	retinal cell apoptotic process	4	1.0	1.0
3479	BP	GO:1904254	regulation of iron channel activity	1	1.0	1.0
3480	BP	GO:0006040	amino sugar metabolic process	38	1.0	1.0
3481	BP	GO:0048819	regulation of hair follicle maturation	8	1.0	1.0
3482	BP	GO:1990637	response to prolactin	3	1.0	1.0
3483	BP	GO:0008340	determination of adult lifespan	14	1.0	1.0
3484	BP	GO:1901381	positive regulation of potassium ion transmembrane transport	33	1.0	1.0
3485	BP	GO:0042273	ribosomal large subunit biogenesis	26	1.0	1.0
3486	BP	GO:0061586	positive regulation of transcription by transcription factor localization	1	1.0	1.0
3487	BP	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	26	1.0	1.0
3488	BP	GO:0072179	nephric duct formation	3	1.0	1.0
3489	BP	GO:0060080	inhibitory postsynaptic potential	4	1.0	1.0
3490	BP	GO:0061055	myotome development	1	1.0	1.0
3491	BP	GO:1900010	regulation of corticotropin-releasing hormone receptor activity	1	1.0	1.0
3492	BP	GO:1900063	regulation of peroxisome organization	3	1.0	1.0
3493	BP	GO:0036413	histone H3-R26 citrullination	1	1.0	1.0
3494	BP	GO:0106101	ER-dependent peroxisome localization	1	1.0	1.0
3495	BP	GO:0032354	response to follicle-stimulating hormone	13	1.0	1.0
3496	BP	GO:0010189	vitamin E biosynthetic process	1	1.0	1.0
3497	BP	GO:0002191	cap-dependent translational initiation	2	1.0	1.0
3498	BP	GO:1903284	positive regulation of glutathione peroxidase activity	1	1.0	1.0
3499	BP	GO:1902292	cell cycle DNA replication initiation	5	1.0	1.0
3500	BP	GO:0051352	negative regulation of ligase activity	2	1.0	1.0
3501	BP	GO:0060997	dendritic spine morphogenesis	14	1.0	1.0
3502	BP	GO:0034755	iron ion transmembrane transport	8	1.0	1.0
3503	BP	GO:0000105	histidine biosynthetic process	1	1.0	1.0
